instance_id,n,redundancy_mult,seed,curvature,k,k_over_n,opt_val,greedy_val,ratio,curvature_bound,worst_case_bound
n10_mult0.0200_s1008,10,0.02,1008,0.17446956812602965,6,0.6,46.53313512362293,46.53313512362294,1.0000000000000002,0.9176247071331928,0.6321205588285577
n10_mult0.0200_s1009,10,0.02,1009,0.17745695455895572,2,0.2,15.648927701310388,15.648927701310388,1.0,0.9162951980048054,0.6321205588285577
n10_mult0.0200_s1009,10,0.02,1009,0.17745695455895572,4,0.4,27.455426843316634,27.45542684331663,0.9999999999999999,0.9162951980048054,0.6321205588285577
n10_mult0.0200_s1009,10,0.02,1009,0.17745695455895572,6,0.6,34.958588676797696,34.958588676797696,1.0,0.9162951980048054,0.6321205588285577
n10_mult0.0200_s1010,10,0.02,1010,0.234283714683447,2,0.2,19.530998240095197,19.5309982400952,1.0000000000000002,0.8914946286675308,0.6321205588285577
n10_mult0.0200_s1010,10,0.02,1010,0.234283714683447,4,0.4,36.10090493353713,36.10090493353713,1.0,0.8914946286675308,0.6321205588285577
n10_mult0.0200_s1010,10,0.02,1010,0.234283714683447,6,0.6,49.27848060583729,49.27848060583728,0.9999999999999999,0.8914946286675308,0.6321205588285577
n10_mult0.0200_s1011,10,0.02,1011,0.17117391030551998,2,0.2,20.270957696983423,20.27095769698343,1.0000000000000004,0.9190944394515255,0.6321205588285577
n10_mult0.0200_s1011,10,0.02,1011,0.17117391030551998,4,0.4,32.21453618704603,32.21453618704603,1.0,0.9190944394515255,0.6321205588285577
n10_mult0.0200_s1011,10,0.02,1011,0.17117391030551998,6,0.6,41.643695264834506,41.643695264834506,1.0,0.9190944394515255,0.6321205588285577
n10_mult0.0200_s1012,10,0.02,1012,0.22652387819551334,2,0.2,19.369198408584346,19.369198408584346,1.0,0.8948270602708972,0.6321205588285577
n10_mult0.0200_s1012,10,0.02,1012,0.22652387819551334,4,0.4,35.024955052956464,35.02495505295646,0.9999999999999998,0.8948270602708972,0.6321205588285577
n10_mult0.0200_s1012,10,0.02,1012,0.22652387819551334,6,0.6,48.50232665127224,48.502326651272234,0.9999999999999999,0.8948270602708972,0.6321205588285577
n10_mult0.0500_s1013,10,0.05,1013,0.2944611662327373,2,0.2,17.24942659943797,17.249426599437967,0.9999999999999998,0.8662165165393061,0.6321205588285577
n10_mult0.0500_s1013,10,0.05,1013,0.2944611662327373,4,0.4,32.53934693335434,32.53934693335434,1.0,0.8662165165393061,0.6321205588285577
n10_mult0.0500_s1013,10,0.05,1013,0.2944611662327373,6,0.6,44.614327939136764,44.61432793913677,1.0000000000000002,0.8662165165393061,0.6321205588285577
n10_mult0.0500_s1014,10,0.05,1014,0.269099012670598,2,0.2,21.036576805625256,21.036576805625256,1.0,0.8767494095548626,0.6321205588285577
n10_mult0.0500_s1014,10,0.05,1014,0.269099012670598,4,0.4,36.90474148558442,36.90474148558441,0.9999999999999998,0.8767494095548626,0.6321205588285577
n10_mult0.0500_s1014,10,0.05,1014,0.269099012670598,6,0.6,49.52438202544717,49.52438202544717,1.0,0.8767494095548626,0.6321205588285577
n10_mult0.0500_s1015,10,0.05,1015,0.3647679069649973,2,0.2,15.93577063085257,15.93577063085257,1.0,0.8379087260138425,0.6321205588285577
n10_mult0.0500_s1015,10,0.05,1015,0.3647679069649973,4,0.4,26.942776528434507,26.942776528434514,1.0000000000000002,0.8379087260138425,0.6321205588285577
n10_mult0.0500_s1015,10,0.05,1015,0.3647679069649973,6,0.6,35.34477331713238,35.34477331713238,1.0,0.8379087260138425,0.6321205588285577
n10_mult0.0500_s1016,10,0.05,1016,0.3514696559357747,2,0.2,18.007195787479247,18.007195787479247,1.0,0.843164676264873,0.6321205588285577
n10_mult0.0500_s1016,10,0.05,1016,0.3514696559357747,4,0.4,32.53617128207788,32.53617128207788,1.0,0.843164676264873,0.6321205588285577
n10_mult0.0500_s1016,10,0.05,1016,0.3514696559357747,6,0.6,44.17872434225433,44.17872434225432,0.9999999999999999,0.843164676264873,0.6321205588285577
n10_mult0.0500_s1017,10,0.05,1017,0.359829613561105,2,0.2,20.93830434728161,20.93830434728161,1.0,0.8398552476700623,0.6321205588285577
n10_mult0.0500_s1017,10,0.05,1017,0.359829613561105,4,0.4,36.91718755096633,36.91718755096633,1.0,0.8398552476700623,0.6321205588285577
n10_mult0.0500_s1017,10,0.05,1017,0.359829613561105,6,0.6,48.6626202498445,48.6626202498445,1.0,0.8398552476700623,0.6321205588285577
n10_mult0.0500_s1018,10,0.05,1018,0.35815634904417926,2,0.2,19.211949862522662,19.21194986252266,0.9999999999999998,0.8405162065672221,0.6321205588285577
n10_mult0.0500_s1018,10,0.05,1018,0.35815634904417926,4,0.4,33.41688957273356,33.41688957273356,1.0,0.8405162065672221,0.6321205588285577
n10_mult0.0500_s1018,10,0.05,1018,0.35815634904417926,6,0.6,46.62310068531984,46.623100685319834,0.9999999999999999,0.8405162065672221,0.6321205588285577
n10_mult0.1000_s1019,10,0.1,1019,0.6318238737211135,2,0.2,18.20823666798785,18.208236667987855,1.0000000000000002,0.7413121177669955,0.6321205588285577
n10_mult0.1000_s1019,10,0.1,1019,0.6318238737211135,4,0.4,31.668274922058693,31.6682749220587,1.0000000000000002,0.7413121177669955,0.6321205588285577
n10_mult0.1000_s1019,10,0.1,1019,0.6318238737211135,6,0.6,42.63583094379111,42.63583094379111,1.0,0.7413121177669955,0.6321205588285577
n10_mult0.1000_s1020,10,0.1,1020,0.6375328511173535,2,0.2,17.52521696258171,17.52521696258171,1.0,0.7394208159272344,0.6321205588285577
n10_mult0.1000_s1020,10,0.1,1020,0.6375328511173535,4,0.4,30.8650545614611,30.865054561461097,0.9999999999999999,0.7394208159272344,0.6321205588285577
n10_mult0.1000_s1020,10,0.1,1020,0.6375328511173535,6,0.6,41.98041980412329,41.9804198041233,1.0000000000000004,0.7394208159272344,0.6321205588285577
n10_mult0.1000_s1021,10,0.1,1021,0.6057949301622729,2,0.2,21.800209267394237,21.80020926739424,1.0000000000000002,0.7500219451834066,0.6321205588285577
n10_mult0.1000_s1021,10,0.1,1021,0.6057949301622729,4,0.4,38.43185153829258,38.43185153829258,1.0,0.7500219451834066,0.6321205588285577
n10_mult0.1000_s1021,10,0.1,1021,0.6057949301622729,6,0.6,50.1078950898929,50.1078950898929,1.0,0.7500219451834066,0.6321205588285577
n10_mult0.1000_s1022,10,0.1,1022,0.41719282157528226,2,0.2,21.937078919078612,21.937078919078616,1.0000000000000002,0.8176222686894681,0.6321205588285577
n10_mult0.1000_s1022,10,0.1,1022,0.41719282157528226,4,0.4,37.71608464361062,37.71608464361062,1.0,0.8176222686894681,0.6321205588285577
n10_mult0.1000_s1022,10,0.1,1022,0.41719282157528226,6,0.6,51.11749140097561,51.11749140097561,1.0,0.8176222686894681,0.6321205588285577
n10_mult0.1000_s1023,10,0.1,1023,0.43961111857397306,2,0.2,21.9285980113308,21.928598011330802,1.0000000000000002,0.8091539576254596,0.6321205588285577
n10_mult0.1000_s1023,10,0.1,1023,0.43961111857397306,4,0.4,38.984840882865804,38.984840882865804,1.0,0.8091539576254596,0.6321205588285577
n10_mult0.1000_s1023,10,0.1,1023,0.43961111857397306,6,0.6,54.024704328749664,54.024704328749664,1.0,0.8091539576254596,0.6321205588285577
n10_mult0.1000_s1024,10,0.1,1024,0.5071532447644116,2,0.2,20.651511432353416,20.651511432353413,0.9999999999999998,0.7843635544840581,0.6321205588285577
n10_mult0.1000_s1024,10,0.1,1024,0.5071532447644116,4,0.4,37.71500439073964,37.71500439073964,1.0,0.7843635544840581,0.6321205588285577
n10_mult0.1000_s1024,10,0.1,1024,0.5071532447644116,6,0.6,48.66136740519775,48.66136740519775,1.0,0.7843635544840581,0.6321205588285577
n10_mult0.2000_s1025,10,0.2,1025,0.8547450113999926,2,0.2,23.195195352578807,23.195195352578807,1.0,0.6722570416458021,0.6321205588285577
n10_mult0.2000_s1025,10,0.2,1025,0.8547450113999926,4,0.4,41.606409297603854,41.60640929760385,0.9999999999999998,0.6722570416458021,0.6321205588285577
n10_mult0.2000_s1025,10,0.2,1025,0.8547450113999926,6,0.6,55.12998641306509,55.12998641306508,0.9999999999999999,0.6722570416458021,0.6321205588285577
n10_mult0.2000_s1026,10,0.2,1026,0.8152424784689903,2,0.2,23.500135784458337,23.500135784458337,1.0,0.6838063580547958,0.6321205588285577
n10_mult0.2000_s1026,10,0.2,1026,0.8152424784689903,4,0.4,38.372375706924856,38.372375706924856,1.0,0.6838063580547958,0.6321205588285577
n10_mult0.2000_s1026,10,0.2,1026,0.8152424784689903,6,0.6,47.999426145067055,47.99942614506705,0.9999999999999999,0.6838063580547958,0.6321205588285577
n10_mult0.2000_s1027,10,0.2,1027,0.8480079422622062,2,0.2,25.596373926017343,25.596373926017346,1.0000000000000002,0.6742068743910287,0.6321205588285577
n10_mult0.2000_s1027,10,0.2,1027,0.8480079422622062,4,0.4,44.33178393029185,44.33178393029185,1.0,0.6742068743910287,0.6321205588285577
n10_mult0.2000_s1027,10,0.2,1027,0.8480079422622062,6,0.6,56.01354840018579,56.0135484001858,1.0000000000000002,0.6742068743910287,0.6321205588285577
n10_mult0.2000_s1028,10,0.2,1028,0.6196422990608441,2,0.2,23.98162826845911,23.98162826845911,1.0,0.7453705233740731,0.6321205588285577
n10_mult0.2000_s1028,10,0.2,1028,0.6196422990608441,4,0.4,42.53485325340577,42.53485325340578,1.0000000000000002,0.7453705233740731,0.6321205588285577
n10_mult0.2000_s1028,10,0.2,1028,0.6196422990608441,6,0.6,54.97229245343286,54.97229245343286,1.0,0.7453705233740731,0.6321205588285577
n10_mult0.2000_s1029,10,0.2,1029,0.8695775449008425,2,0.2,24.290088855241038,24.290088855241038,1.0,0.6679926690267345,0.6321205588285577
n10_mult0.2000_s1029,10,0.2,1029,0.8695775449008425,4,0.4,42.09450921191823,42.09450921191822,0.9999999999999998,0.6679926690267345,0.6321205588285577
n10_mult0.2000_s1029,10,0.2,1029,0.8695775449008425,6,0.6,52.24591493054262,52.24591493054261,0.9999999999999999,0.6679926690267345,0.6321205588285577
n10_mult0.2000_s1030,10,0.2,1030,0.8083377312173897,2,0.2,26.017203499103772,26.017203499103775,1.0000000000000002,0.6858542212587829,0.6321205588285577
n10_mult0.2000_s1030,10,0.2,1030,0.8083377312173897,4,0.4,42.724962287548934,42.724962287548934,1.0,0.6858542212587829,0.6321205588285577
n10_mult0.2000_s1030,10,0.2,1030,0.8083377312173897,6,0.6,49.608000335745295,49.608000335745295,1.0,0.6858542212587829,0.6321205588285577
n10_mult0.4000_s1031,10,0.4,1031,0.8863078189581785,2,0.2,39.9163594259446,39.9163594259446,1.0,0.6632292040869837,0.6321205588285577
n10_mult0.4000_s1031,10,0.4,1031,0.8863078189581785,4,0.4,55.983696121121966,55.983696121121966,1.0,0.6632292040869837,0.6321205588285577
n10_mult0.4000_s1031,10,0.4,1031,0.8863078189581785,6,0.6,70.17619039331484,70.17619039331484,1.0,0.6632292040869837,0.6321205588285577
n10_mult0.4000_s1032,10,0.4,1032,0.9015528449821251,2,0.2,32.42228046486478,32.422280464864784,1.0000000000000002,0.6589310801792352,0.6321205588285577
n10_mult0.4000_s1032,10,0.4,1032,0.9015528449821251,4,0.4,52.73024777858423,52.73024777858423,1.0,0.6589310801792352,0.6321205588285577
n10_mult0.4000_s1032,10,0.4,1032,0.9015528449821251,6,0.6,66.83657307033326,66.83657307033327,1.0000000000000002,0.6589310801792352,0.6321205588285577
n10_mult0.4000_s1033,10,0.4,1033,0.8242897508826225,2,0.2,39.04163074333331,39.04163074333331,1.0,0.681136263500102,0.6321205588285577
n10_mult0.4000_s1033,10,0.4,1033,0.8242897508826225,4,0.4,57.113665390069386,57.11366539006939,1.0000000000000002,0.681136263500102,0.6321205588285577
n10_mult0.4000_s1033,10,0.4,1033,0.8242897508826225,6,0.6,70.19006963384328,70.19006963384328,1.0,0.681136263500102,0.6321205588285577
n10_mult0.4000_s1034,10,0.4,1034,0.8010892711291218,2,0.2,36.74795508127845,36.747955081278455,1.0000000000000002,0.6880134715869651,0.6321205588285577
n10_mult0.4000_s1034,10,0.4,1034,0.8010892711291218,4,0.4,55.15798238474777,55.15798238474778,1.0000000000000002,0.6880134715869651,0.6321205588285577
n10_mult0.4000_s1034,10,0.4,1034,0.8010892711291218,6,0.6,64.60148811163312,64.60148811163312,1.0,0.6880134715869651,0.6321205588285577
n10_mult0.4000_s1035,10,0.4,1035,0.6577778995602241,2,0.2,36.848968379696174,36.84896837969618,1.0000000000000002,0.7327684515866711,0.6321205588285577
n10_mult0.4000_s1035,10,0.4,1035,0.6577778995602241,4,0.4,58.44845815362813,58.44845815362813,1.0,0.7327684515866711,0.6321205588285577
n10_mult0.4000_s1035,10,0.4,1035,0.6577778995602241,6,0.6,69.5298528565298,69.5298528565298,1.0,0.7327684515866711,0.6321205588285577
n10_mult0.4000_s1036,10,0.4,1036,0.7504191813625752,2,0.2,28.19351481959048,28.19351481959048,1.0,0.7033820911415268,0.6321205588285577
n10_mult0.4000_s1036,10,0.4,1036,0.7504191813625752,4,0.4,45.683744233481384,45.68374423348139,1.0000000000000002,0.7033820911415268,0.6321205588285577
n10_mult0.4000_s1036,10,0.4,1036,0.7504191813625752,6,0.6,56.98713881551309,56.987138815513084,0.9999999999999999,0.7033820911415268,0.6321205588285577
n10_mult0.7000_s1037,10,0.7,1037,0.8546443381337436,2,0.2,44.28338567896935,44.28338567896937,1.0000000000000002,0.6722861187585837,0.6321205588285577
n10_mult0.7000_s1037,10,0.7,1037,0.8546443381337436,4,0.4,67.50454124160173,63.35873027575491,0.9385847101603316,0.6722861187585837,0.6321205588285577
n10_mult0.7000_s1037,10,0.7,1037,0.8546443381337436,6,0.6,82.37396161734985,79.79368593455605,0.9686760763701047,0.6722861187585837,0.6321205588285577
n10_mult0.7000_s1038,10,0.7,1038,0.8369650865395566,2,0.2,45.725459334558536,45.725459334558536,1.0,0.6774204700051294,0.6321205588285577
n10_mult0.7000_s1038,10,0.7,1038,0.8369650865395566,4,0.4,68.34397721713086,68.34397721713086,1.0,0.6774204700051294,0.6321205588285577
n10_mult0.7000_s1038,10,0.7,1038,0.8369650865395566,6,0.6,80.63680943991818,80.63680943991818,1.0,0.6774204700051294,0.6321205588285577
n10_mult0.7000_s1039,10,0.7,1039,0.8078455638615067,2,0.2,48.98533597031995,48.98533597031994,0.9999999999999997,0.686000526717454,0.6321205588285577
n10_mult0.7000_s1039,10,0.7,1039,0.8078455638615067,4,0.4,68.91810750065503,67.61484755299816,0.9810897310602372,0.686000526717454,0.6321205588285577
n10_mult0.7000_s1039,10,0.7,1039,0.8078455638615067,6,0.6,84.62186924754045,83.31860929988356,0.984599017260603,0.686000526717454,0.6321205588285577
n10_mult0.7000_s1040,10,0.7,1040,0.7187210570818984,2,0.2,45.67653030731378,44.578289901134156,0.9759561332966709,0.713245858569727,0.6321205588285577
n10_mult0.7000_s1040,10,0.7,1040,0.7187210570818984,4,0.4,65.67916778542376,65.20301480540553,0.9927503195294155,0.713245858569727,0.6321205588285577
n10_mult0.7000_s1040,10,0.7,1040,0.7187210570818984,6,0.6,82.18782103730473,81.71070772024058,0.9941948416317353,0.713245858569727,0.6321205588285577
n10_mult0.7000_s1041,10,0.7,1041,0.8557521486174526,2,0.2,66.25121022356298,66.25121022356298,1.0,0.6719662530136755,0.6321205588285577
n10_mult0.7000_s1041,10,0.7,1041,0.8557521486174526,4,0.4,88.3293365944222,88.32933659442222,1.0000000000000002,0.6719662530136755,0.6321205588285577
n10_mult0.7000_s1041,10,0.7,1041,0.8557521486174526,6,0.6,102.63818110771217,102.63818110771217,1.0,0.6719662530136755,0.6321205588285577
n10_mult0.7000_s1042,10,0.7,1042,0.8810763493304584,2,0.2,45.80028391398897,45.246123651484,0.987900505954381,0.6647134495099583,0.6321205588285577
n10_mult0.7000_s1042,10,0.7,1042,0.8810763493304584,4,0.4,66.02896441273035,66.02896441273033,0.9999999999999998,0.6647134495099583,0.6321205588285577
n10_mult0.7000_s1042,10,0.7,1042,0.8810763493304584,6,0.6,78.10336633055365,78.10336633055365,1.0,0.6647134495099583,0.6321205588285577
n10_mult1.2000_s1043,10,1.2,1043,0.941874081469642,2,0.2,74.2053337909761,74.20533379097608,0.9999999999999998,0.6477548957793894,0.6321205588285577
n10_mult1.2000_s1043,10,1.2,1043,0.941874081469642,4,0.4,100.10841312973766,98.38060808467712,0.9827406609390427,0.6477548957793894,0.6321205588285577
n10_mult1.2000_s1043,10,1.2,1043,0.941874081469642,6,0.6,109.06803360821678,109.06803360821677,0.9999999999999999,0.6477548957793894,0.6321205588285577
n10_mult1.2000_s1044,10,1.2,1044,0.9718750638161349,2,0.2,70.20650031855605,70.20650031855604,0.9999999999999998,0.6396162675044412,0.6321205588285577
n10_mult1.2000_s1044,10,1.2,1044,0.9718750638161349,4,0.4,95.98020703289555,95.98020703289555,1.0,0.6396162675044412,0.6321205588285577
n10_mult1.2000_s1044,10,1.2,1044,0.9718750638161349,6,0.6,112.72088169680816,112.72088169680816,1.0,0.6396162675044412,0.6321205588285577
n10_mult1.2000_s1045,10,1.2,1045,0.9446812310699357,2,0.2,81.92250642132319,81.92250642132319,1.0,0.6469870367651833,0.6321205588285577
n10_mult1.2000_s1045,10,1.2,1045,0.9446812310699357,4,0.4,104.36134934385827,104.36134934385827,1.0,0.6469870367651833,0.6321205588285577
n10_mult1.2000_s1045,10,1.2,1045,0.9446812310699357,6,0.6,118.18511500326484,118.18511500326484,1.0,0.6469870367651833,0.6321205588285577
n10_mult1.2000_s1046,10,1.2,1046,0.9514078543112097,2,0.2,83.88043252660827,83.88043252660829,1.0000000000000002,0.645152408286681,0.6321205588285577
n10_mult1.2000_s1046,10,1.2,1046,0.9514078543112097,4,0.4,112.37908663934465,112.37908663934466,1.0000000000000002,0.645152408286681,0.6321205588285577
n10_mult1.2000_s1046,10,1.2,1046,0.9514078543112097,6,0.6,126.17419116980864,126.17419116980864,1.0,0.645152408286681,0.6321205588285577
n10_mult1.2000_s1047,10,1.2,1047,0.9614795698176909,2,0.2,68.68440403934017,68.68440403934017,1.0,0.6424194868805961,0.6321205588285577
n10_mult1.2000_s1047,10,1.2,1047,0.9614795698176909,4,0.4,94.73453301919355,93.46054930123326,0.9865520663124799,0.6424194868805961,0.6321205588285577
n10_mult1.2000_s1047,10,1.2,1047,0.9614795698176909,6,0.6,105.54013790490312,105.5401379049031,0.9999999999999999,0.6424194868805961,0.6321205588285577
n10_mult1.2000_s1048,10,1.2,1048,0.9458900853961852,2,0.2,61.04589940553232,52.81232060771219,0.8651247851534815,0.6466567761216051,0.6321205588285577
n10_mult1.2000_s1048,10,1.2,1048,0.9458900853961852,4,0.4,80.95486135919033,79.91392530029499,0.9871417720762093,0.6466567761216051,0.6321205588285577
n10_mult1.2000_s1048,10,1.2,1048,0.9458900853961852,6,0.6,95.96303136082707,94.92209530193175,0.989152738881483,0.6466567761216051,0.6321205588285577
n10_mult2.0000_s1049,10,2.0,1049,0.895711524649597,2,0.2,80.46867121216852,75.6356956073508,0.9399396618334258,0.6605732047058932,0.6321205588285577
n10_mult2.0000_s1049,10,2.0,1049,0.895711524649597,4,0.4,116.24980376972871,116.2498037697287,0.9999999999999999,0.6605732047058932,0.6321205588285577
n10_mult2.0000_s1049,10,2.0,1049,0.895711524649597,6,0.6,131.51711912385446,131.51711912385446,1.0,0.6605732047058932,0.6321205588285577
n10_mult2.0000_s1050,10,2.0,1050,0.9745907425246584,2,0.2,116.89815761214616,116.89815761214616,1.0,0.638886887475387,0.6321205588285577
n10_mult2.0000_s1050,10,2.0,1050,0.9745907425246584,4,0.4,155.3459985192047,151.4454438035981,0.9748911799931275,0.638886887475387,0.6321205588285577
n10_mult2.0000_s1050,10,2.0,1050,0.9745907425246584,6,0.6,165.36989333485658,164.9480293234407,0.9974489672641823,0.638886887475387,0.6321205588285577
n10_mult2.0000_s1051,10,2.0,1051,0.955417402770506,2,0.2,114.57365681178771,110.24532443577957,0.9622222725847148,0.6440624190020038,0.6321205588285577
n10_mult2.0000_s1051,10,2.0,1051,0.955417402770506,4,0.4,155.9986391369301,155.88982974376,0.9993024978052879,0.6440624190020038,0.6321205588285577
n10_mult2.0000_s1051,10,2.0,1051,0.955417402770506,6,0.6,170.27445582580947,170.27445582580947,1.0,0.6440624190020038,0.6321205588285577
n10_mult2.0000_s1052,10,2.0,1052,0.9692458322233647,2,0.2,130.1166545411172,130.1166545411172,1.0,0.6403235806838278,0.6321205588285577
n10_mult2.0000_s1052,10,2.0,1052,0.9692458322233647,4,0.4,148.68157931094925,148.68157931094925,1.0,0.6403235806838278,0.6321205588285577
n10_mult2.0000_s1052,10,2.0,1052,0.9692458322233647,6,0.6,161.81474046167148,159.61088252797543,0.9863803635725136,0.6403235806838278,0.6321205588285577
n10_mult2.0000_s1053,10,2.0,1053,0.9576716376586032,2,0.2,93.7515949903023,93.7515949903023,1.0,0.6434507797118125,0.6321205588285577
n10_mult2.0000_s1053,10,2.0,1053,0.9576716376586032,4,0.4,127.01163111158198,127.01163111158199,1.0000000000000002,0.6434507797118125,0.6321205588285577
n10_mult2.0000_s1053,10,2.0,1053,0.9576716376586032,6,0.6,142.56144428873068,142.56144428873068,1.0,0.6434507797118125,0.6321205588285577
n10_mult2.0000_s1054,10,2.0,1054,0.9810402760626974,2,0.2,130.61960234343582,130.61960234343582,1.0,0.6371594933939713,0.6321205588285577
n10_mult2.0000_s1054,10,2.0,1054,0.9810402760626974,4,0.4,152.17331191595468,151.024055095974,0.9924477110637152,0.6371594933939713,0.6321205588285577
n10_mult2.0000_s1054,10,2.0,1054,0.9810402760626974,6,0.6,168.47614113937993,166.8631293850533,0.9904258742904599,0.6371594933939713,0.6321205588285577
n10_mult3.5000_s1055,10,3.5,1055,0.9878357682495414,2,0.2,188.17238654166118,188.17238654166118,1.0,0.6353467653592684,0.6321205588285577
n10_mult3.5000_s1055,10,3.5,1055,0.9878357682495414,4,0.4,215.94354142825424,215.94354142825424,1.0,0.6353467653592684,0.6321205588285577
n10_mult3.5000_s1055,10,3.5,1055,0.9878357682495414,6,0.6,225.92406065765516,225.9240606576552,1.0000000000000002,0.6353467653592684,0.6321205588285577
n10_mult3.5000_s1056,10,3.5,1056,0.9677425910637467,2,0.2,227.2802288737061,227.28022887370614,1.0000000000000002,0.6407284907924988,0.6321205588285577
n10_mult3.5000_s1056,10,3.5,1056,0.9677425910637467,4,0.4,245.0982955689591,244.67825738477922,0.998286246000998,0.6407284907924988,0.6321205588285577
n10_mult3.5000_s1056,10,3.5,1056,0.9677425910637467,6,0.6,259.07237773445877,258.6523395502789,0.9983786840270158,0.6407284907924988,0.6321205588285577
n10_mult3.5000_s1057,10,3.5,1057,0.979889672394437,2,0.2,167.4333917735005,167.43339177350046,0.9999999999999998,0.6374671652198219,0.6321205588285577
n10_mult3.5000_s1057,10,3.5,1057,0.979889672394437,4,0.4,199.9923725005413,197.14644376244047,0.9857698136058007,0.6374671652198219,0.6321205588285577
n10_mult3.5000_s1057,10,3.5,1057,0.979889672394437,6,0.6,208.96486168444795,207.14368360925135,0.9912847640482891,0.6374671652198219,0.6321205588285577
n10_mult3.5000_s1058,10,3.5,1058,0.9893445700166837,2,0.2,220.31235444558516,220.31235444558519,1.0000000000000002,0.6349453018506928,0.6321205588285577
n10_mult3.5000_s1058,10,3.5,1058,0.9893445700166837,4,0.4,248.18246393352683,248.18246393352683,1.0,0.6349453018506928,0.6321205588285577
n10_mult3.5000_s1058,10,3.5,1058,0.9893445700166837,6,0.6,258.82805901622476,258.82805901622476,1.0,0.6349453018506928,0.6321205588285577
n10_mult3.5000_s1059,10,3.5,1059,0.9852836159887831,2,0.2,226.9895193578059,226.9895193578059,1.0,0.6360266843086665,0.6321205588285577
n10_mult3.5000_s1059,10,3.5,1059,0.9852836159887831,4,0.4,244.87196084236774,244.1489844734664,0.9970475330600765,0.6360266843086665,0.6321205588285577
n10_mult3.5000_s1059,10,3.5,1059,0.9852836159887831,6,0.6,255.30226692736466,255.1416926105802,0.9993710423384915,0.6360266843086665,0.6321205588285577
n10_mult3.5000_s1060,10,3.5,1060,0.9788094456480099,2,0.2,177.15130116962536,177.15130116962533,0.9999999999999999,0.6377562145213932,0.6321205588285577
n10_mult3.5000_s1060,10,3.5,1060,0.9788094456480099,4,0.4,243.3383945718613,234.43181418380965,0.9633983761431392,0.6377562145213932,0.6321205588285577
