degree,n_edges,poa,theoretical_bound
1,10,1.0071054826738421,1.3333333333333333
1,6,1.0908010277163915,1.3333333333333333
1,2,1.0,1.3333333333333333
1,5,1.0,1.3333333333333333
1,2,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0051439197220524,1.3333333333333333
1,7,1.070398947347456,1.3333333333333333
1,1,1.0,1.3333333333333333
1,6,1.1541871743887229,1.3333333333333333
1,1,1.0,1.3333333333333333
1,7,1.0937021461521046,1.3333333333333333
1,1,1.0,1.3333333333333333
1,4,1.0,1.3333333333333333
1,9,1.127643474824311,1.3333333333333333
1,5,1.00583704576437,1.3333333333333333
1,4,1.0,1.3333333333333333
1,3,1.0001322800474481,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,8,1.0,1.3333333333333333
1,5,1.0408355710046684,1.3333333333333333
1,1,1.0,1.3333333333333333
1,2,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,1,1.0,1.3333333333333333
1,4,0.9999999999999998,1.3333333333333333
1,1,1.0,1.3333333333333333
1,11,1.0375323361641409,1.3333333333333333
1,3,0.9999999999999796,1.3333333333333333
1,2,1.0,1.3333333333333333
2,2,1.1169891715700189,1.6257523845831854
2,1,1.0,1.6257523845831854
