degree,b,poa,theoretical_bound
1,2.9149899497487435,1.0,1.3333333333333333
1,2.940110552763819,1.0,1.3333333333333333
1,2.9652311557788944,1.0,1.3333333333333333
1,2.99035175879397,1.0,1.3333333333333333
1,3.0154723618090453,1.0,1.3333333333333333
1,3.0405929648241203,1.0,1.3333333333333333
1,3.065713567839196,1.0,1.3333333333333333
1,3.0908341708542713,1.0,1.3333333333333333
1,3.1159547738693467,1.0,1.3333333333333333
1,3.141075376884422,1.0,1.3333333333333333
1,3.166195979899497,1.0,1.3333333333333333
1,3.1913165829145727,1.0,1.3333333333333333
1,3.216437185929648,1.0,1.3333333333333333
1,3.2415577889447236,1.0,1.3333333333333333
1,3.266678391959799,1.0,1.3333333333333333
1,3.291798994974874,1.0,1.3333333333333333
1,3.3169195979899495,1.0,1.3333333333333333
1,3.342040201005025,1.0,1.3333333333333333
1,3.3671608040201004,1.0,1.3333333333333333
1,3.392281407035176,1.0,1.3333333333333333
1,3.417402010050251,1.0,1.3333333333333333
1,3.4425226130653264,1.0,1.3333333333333333
1,3.467643216080402,1.0,1.3333333333333333
1,3.4927638190954773,1.0,1.3333333333333333
1,3.5178844221105527,1.0,1.3333333333333333
1,3.543005025125628,1.0,1.3333333333333333
1,3.568125628140703,1.0,1.3333333333333333
1,3.5932462311557787,1.0,1.3333333333333333
1,3.618366834170854,1.0,1.3333333333333333
1,3.6434874371859296,1.0,1.3333333333333333
1,3.668608040201005,1.0,1.3333333333333333
1,3.69372864321608,1.0,1.3333333333333333
1,3.7188492462311555,1.0,1.3333333333333333
1,3.743969849246231,1.0,1.3333333333333333
1,3.7690904522613065,1.0,1.3333333333333333
1,3.794211055276382,1.0,1.3333333333333333
1,3.8193316582914574,1.0,1.3333333333333333
1,3.8444522613065324,1.0,1.3333333333333333
1,3.869572864321608,1.0,1.3333333333333333
1,3.8946934673366833,1.0,1.3333333333333333
1,3.9198140703517588,1.0,1.3333333333333333
1,3.9449346733668342,1.0,1.3333333333333333
1,3.9700552763819092,1.0,1.3333333333333333
1,3.9951758793969847,1.0,1.3333333333333333
1,4.020296482412061,1.0,1.3333333333333333
1,4.045417085427136,1.0,1.3333333333333333
1,4.0705376884422115,1.0,1.3333333333333333
1,4.095658291457287,1.0,1.3333333333333333
1,4.1207788944723625,1.0,1.3333333333333333
1,4.145899497487438,1.0,1.3333333333333333
1,4.1710201005025125,1.0,1.3333333333333333
1,4.196140703517588,1.0,1.3333333333333333
1,4.221261306532663,1.0,1.3333333333333333
1,4.246381909547739,1.0,1.3333333333333333
1,4.271502512562814,1.0,1.3333333333333333
1,4.29662311557789,1.0,1.3333333333333333
1,4.321743718592965,1.0,1.3333333333333333
1,4.346864321608041,1.0,1.3333333333333333
1,4.371984924623116,1.0,1.3333333333333333
1,4.397105527638192,1.0,1.3333333333333333
1,4.422226130653267,1.0,1.3333333333333333
1,4.447346733668342,1.0,1.3333333333333333
1,4.472467336683417,1.0,1.3333333333333333
1,4.497587939698493,1.0,1.3333333333333333
1,4.522708542713568,1.0,1.3333333333333333
1,4.5478291457286435,1.0,1.3333333333333333
1,4.572949748743719,1.0,1.3333333333333333
1,4.598070351758794,1.0,1.3333333333333333
1,4.62319095477387,1.0,1.3333333333333333
1,4.648311557788945,1.0,1.3333333333333333
1,4.673432160804021,1.0,1.3333333333333333
1,4.698552763819095,1.0,1.3333333333333333
1,4.723673366834171,1.0,1.3333333333333333
1,4.748793969849246,1.0,1.3333333333333333
1,4.773914572864322,1.0,1.3333333333333333
1,4.799035175879397,1.0,1.3333333333333333
1,4.824155778894473,1.0,1.3333333333333333
1,4.849276381909548,1.0,1.3333333333333333
1,4.874396984924624,1.0,1.3333333333333333
1,4.899517587939699,1.0,1.3333333333333333
1,4.9246381909547745,1.0,1.3333333333333333
1,4.94975879396985,1.0,1.3333333333333333
1,4.9748793969849245,1.0,1.3333333333333333
1,5.0,1.0,1.3333333333333333
2,0.001,1.0123215881419374,1.6257523845831854
2,0.026120603015075378,1.0663334939803333,1.6257523845831854
2,0.051241206030150754,1.0954437623336157,1.6257523845831854
2,0.07636180904522613,1.1190212634724523,1.6257523845831854
2,0.10148241206030151,1.1397504953422477,1.6257523845831854
2,0.12660301507537688,1.1586848488330295,1.6257523845831854
2,0.15172361809045226,1.1763671022868738,1.6257523845831854
2,0.17684422110552764,1.193120222469895,1.6257523845831854
2,0.20196482412060301,1.2091548138426296,1.6257523845831854
2,0.2270854271356784,1.2246171955624863,1.6257523845831854
2,0.25220603015075377,1.2396139120233316,1.6257523845831854
2,0.2773266331658292,1.2542258078846626,1.6257523845831854
2,0.3024472361809045,1.2685150029821224,1.6257523845831854
2,0.32756783919597987,1.2825314846230786,1.6257523845831854
2,0.3526884422110553,1.296315704332302,1.6257523845831854
2,0.3778090452261307,1.3099008908173193,1.6257523845831854
2,0.40292964824120603,1.3233151404341073,1.6257523845831854
2,0.4280502512562814,1.3365822328013324,1.6257523845831854
2,0.4531708542713568,1.349722516913041,1.6257523845831854
2,0.4782914572864322,1.3627535120275036,1.6257523845831854
2,0.5034120603015075,1.375690964728615,1.6257523845831854
2,0.5285326633165829,1.3885482743566195,1.6257523845831854
2,0.5536532663316583,1.4013375463483775,1.6257523845831854
2,0.5787738693467337,1.4140696046436627,1.6257523845831854
2,0.603894472361809,1.4267541905084724,1.6257523845831854
2,0.6290150753768844,1.4394001237029435,1.6257523845831854
2,0.6541356783919597,1.4520154344598852,1.6257523845831854
2,0.6792562814070352,1.4646074725498393,1.6257523845831854
2,0.7043768844221105,1.4771829981563152,1.6257523845831854
2,0.7294974874371859,1.4897482581651893,1.6257523845831854
2,0.7546180904522614,1.5023090506513646,1.6257523845831854
2,0.7797386934673367,1.514870779736036,1.6257523845831854
